citekey,title,toolname,year,venue,artifact_type,primary_stage,primary_label,QAC1,QAC2,QAC3,QAC4,QAC5,QAC_total,secondary_labels,technique_tags,layer_tag,vuln_type,coding_basis,evidence_source,evidence_span,evidence_charspan,matched_cue,rule_id,notes,QAC_total_3,qac_basis,needs_manual_qac_review,qc_primary_single,qc_evidence_nonempty,qc_secondary_delimiter_ok,needs_abstract_review,needs_labelset_validation,tax_level1,tax_level2,tax_level3,tax_level4,tax_level5,tax_path_full,tax_alt_paths,tax_source,QAC_pass_total_ge4,QAC_threshold
chen2022wasai,Wasai: uncovering vulnerabilities in wasm smart contracts,WASAI,2022,Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,study,unclear,unclear,1,0,1,1,1,4,,,Smart contract,,title-only,title,Wasai: uncovering vulnerabilities in wasm smart contracts,title:42-56,smart contract,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Dynamic approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Dynamic approach,,taxonomy_figure,TRUE,4
cheng2022path,Path-sensitive code embedding via contrastive learning for software vulnerability detection,ContraFlow,2022,Proceedings of the 31st ACM SIGSOFT international symposium on software testing and analysis,study,VM.VD,VM.VD.GVD.S.LB.SEQ,1,1,1,1,0,4,,Token encoder,,,title-only,title,Path-sensitive code embedding via contrastive learning for software vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph-to-sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph-to-sequence representation,,taxonomy_figure,TRUE,4
cui2022vrust,VRust: Automated vulnerability detection for solana smart contracts,VRust,2022,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.SC.S,1,1,1,1,1,5,,,Smart contract,,title-only,title,VRust: Automated vulnerability detection for solana smart contracts,title:52-66,smart contract,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,taxonomy_figure,TRUE,4
ferrerira2022elysium,Elysium: Context-Aware Bytecode-Level Patching to Automatically Heal Vulnerable Smart Contracts,Elysium,2022,"Proceedings of the 25th International Symposium on Research in Attacks, Intrusions and Defenses",study,VM.VR,VM.VR.SCR,1,1,1,1,0,4,,,Smart contract,,title-only,title,Elysium: Context-Aware Bytecode-Level Patching to Automatically Heal Vulnerable Smart Contracts,title:38-46,patching; smart contract; patch,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Repair,Smart contract repair,,,,Vulnerability Repair > Smart contract repair,,taxonomy_figure,TRUE,4
fu2022linevul,Linevul: A transformer-based line-level vulnerability prediction,LineVul,2022,Proceedings of the 19th International Conference on Mining Software Repositories,study,VM.VD,VM.VD.GVD.S.LB.SEQ,1,0,1,1,1,4,,Token encoder,,,title-only,title,Linevul: A transformer-based line-level vulnerability prediction,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Sequence representation,,taxonomy_figure,TRUE,4
garg2022learning,Learning from what we know: How to perform vulnerability prediction using noisy historical data,TROVON,2022,Empirical Software Engineering,study,VM.VD,VM.VD.GVD,1,0,1,1,1,4,,,,,title-only,title,Learning from what we know: How to perform vulnerability prediction using noisy historical data,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Sequence representation,,taxonomy_figure,TRUE,4
ghaleb2022etainter,eTainter: detecting gas-related vulnerabilities in smart contracts,eTainter,2022,Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,study,VM.VD,VM.VD.SC.S,1,1,1,0,1,4,,Taint analysis,Smart contract,,title-only,title,eTainter: detecting gas-related vulnerabilities in smart contracts,title:51-65,smart contract,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
gu2022comrace,$\{$COMRace$\}$: detecting data race vulnerabilities in $\{$COM$\}$ objects,COMRACE,2022,31st USENIX Security Symposium (USENIX Security 22),study,VM.VD,VM.VD.GVD,1,1,0,1,1,4,,,,Race condition,title-only,title,$\{$COMRace$\}$: detecting data race vulnerabilities in $\{$COM$\}$ objects,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Middleware layer,Third-party components,,Vulnerability Detection > Layer-specific Vulnerability Detection > Middleware layer > Third-party components,,taxonomy_figure,TRUE,4
guo2022detecting,Detecting and augmenting missing key aspects in vulnerability descriptions,Guo et al.; CVEL,2022,ACM Transactions on Software Engineering and Methodology (TOSEM),study,VM.VD,VM.VD.GVD,1,1,1,1,0,4,,,,,title-only,title,Detecting and augmenting missing key aspects in vulnerability descriptions,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Artifact Analysis,,,,Vulnerability Analysis > Artifact Analysis,,taxonomy_figure,TRUE,4
hin2022linevd,Linevd: Statement-level vulnerability detection using graph neural networks,LineVD,2022,Proceedings of the 19th international conference on mining software repositories,study,VM.VD,VM.VD.LSVD.NET.IMPL,1,0,1,1,1,4,,GNN; Program graphs,Network,,title-only,title,Linevd: Statement-level vulnerability detection using graph neural networks,title:54-66,graph neural,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
kang2022probe,Probe the Proto: Measuring Client-Side Prototype Pollution Vulnerabilities of One Million Real-world Websites,PROBETHEPROTO,2022,Proceedings of the Network and Distributed System Security Symposium (NDSS),study,unclear,unclear,1,1,1,1,1,5,,,Application,,title-only,title,Probe the Proto: Measuring Client-Side Prototype Pollution Vulnerabilities of One Million Real-world Websites,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
kang2022tracer,Tracer: Signature-based static analysis for detecting recurring vulnerabilities,TRACER,2022,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.GVD.D,1,1,1,1,0,4,VM.VA,Dynamic analysis; Static analysis,,Race condition,title-only,title,Tracer: Signature-based static analysis for detecting recurring vulnerabilities,,,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,,taxonomy_figure,TRUE,4
kim2022fuzzorigin,$\{$FuzzOrigin$\}$: Detecting $\{$UXSS$\}$ vulnerabilities in browsers through origin fuzzing,FUZZORIGIN,2022,31st usenix security symposium (usenix security 22),study,VM.VD,VM.VD.LSVD.APP.XSS,1,1,1,1,0,4,,Fuzzing,Application,XSS,title-only,title,$\{$FuzzOrigin$\}$: Detecting $\{$UXSS$\}$ vulnerabilities in browsers through origin fuzzing,title:4-8,fuzz; fuzzing,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,XSS vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > XSS vulnerabilities,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,taxonomy_figure,TRUE,4
krupp2022ampfuzz,$\{$AmpFuzz$\}$: Fuzzing for amplification $\{$DDoS$\}$ vulnerabilities,AMPFUZZ,2022,31st USENIX Security Symposium (USENIX Security 22),study,unclear,unclear,1,1,1,1,1,5,,Fuzzing,Network,DoS,title-only,title,$\{$AmpFuzz$\}$: Fuzzing for amplification $\{$DDoS$\}$ vulnerabilities,title:7-11,fuzz; fuzzing,R3,Title-only evidence insufficient for stage; keep as unclear.,3,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Network layer,DoS vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Network layer > DoS vulnerabilities,,taxonomy_figure,TRUE,4
lee2022link,Link: Black-box detection of cross-site scripting vulnerabilities using reinforcement learning,Link,2022,Proceedings of the ACM Web Conference 2022,study,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,1,5,,,System,,title-only,title,Link: Black-box detection of cross-site scripting vulnerabilities using reinforcement learning,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,XSS vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > XSS vulnerabilities,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,taxonomy_figure,TRUE,4
lefeuvre2022assessing,Assessing the impact of interface vulnerabilities in compartmentalized software,ConfFuzz,2022,arXiv preprint arXiv:2212.12904,study,unclear,unclear,1,0,1,1,1,4,,,,,title-only,title,Assessing the impact of interface vulnerabilities in compartmentalized software,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,General Vulnerability Detection,Dynamic approach,Fuzzing,,Vulnerability Detection > General Vulnerability Detection > Dynamic approach > Fuzzing,,taxonomy_figure,TRUE,4
li2022mining,Mining node. js vulnerabilities via object dependence graph and query,ODGEN,2022,31st USENIX Security Symposium (USENIX Security 22),study,unclear,unclear,1,1,1,1,1,5,,Program graphs,,,title-only,title,Mining node. js vulnerabilities via object dependence graph and query,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
liao2022smartdagger,SmartDagger: a bytecode-based static analysis approach for detecting cross-contract vulnerability,SmartDagger,2022,Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,method/tool,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,1,5,,Static analysis,System,,title-only,title,SmartDagger: a bytecode-based static analysis approach for detecting cross-contract vulnerability,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
lu2022detecting,Detecting missing-permission-check vulnerabilities in distributed cloud systems,MPChecker,2022,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,method/tool,VM.VD,VM.VD.LSVD.MW.DIST,1,1,1,1,0,4,,,Middleware,,title-only,title,Detecting missing-permission-check vulnerabilities in distributed cloud systems,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Middleware layer,Distributed systems,,Vulnerability Detection > Layer-specific Vulnerability Detection > Middleware layer > Distributed systems,,taxonomy_figure,TRUE,4
luo2022tchecker,Tchecker: Precise static inter-procedural analysis for detecting taint-style vulnerabilities in php applications,TChecker,2022,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,Static analysis; Taint analysis,,,title-only,title,Tchecker: Precise static inter-procedural analysis for detecting taint-style vulnerabilities in php applications,,,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
park2022fugio,$\{$FUGIO$\}$: Automatic exploit generation for $\{$PHP$\}$ object injection vulnerabilities,FUGIO,2022,31st USENIX Security Symposium (USENIX Security 22),dataset/benchmark,,,1,0,1,1,1,4,,,,,resource,title,$\{$FUGIO$\}$: Automatic exploit generation for $\{$PHP$\}$ object injection vulnerabilities,,,,Dataset/benchmark resource; excluded from VM-stage assignment in taxonomy coding.,4,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
rahat2022cerberus,Cerberus: Query-driven scalable vulnerability detection in oauth service provider implementations,Cerberus,2022,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.GVD,1,1,1,1,0,4,,,,,title-only,title,Cerberus: Query-driven scalable vulnerability detection in oauth service provider implementations,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,,taxonomy_figure,TRUE,4
sawadogo2022sspcatcher,SSPCatcher: Learning to catch security patches,SSPCATCHER,2022,Empirical Software Engineering,study,unclear,unclear,1,0,1,1,1,4,,,,,title-only,title,SSPCatcher: Learning to catch security patches,title:39-44,patch,R3,Title-only evidence insufficient for stage; keep as unclear.,2,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fix Identification,Silent fix identification,,,,Fix Identification > Silent fix identification,,taxonomy_figure,TRUE,4
sun2022heterogeneous,Heterogeneous vulnerability report traceability recovery by vulnerability aspect matching,Sun et al.; multi-source attribute corpus,2022,2022 IEEE International Conference on Software Maintenance and Evolution (ICSME),study,VM.VD,VM.VD.GVD.D,1,1,1,0,1,4,VM.VA,Dynamic analysis,,Race condition,title-only,title,Heterogeneous vulnerability report traceability recovery by vulnerability aspect matching,,,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Artifact Analysis,,,,Vulnerability Analysis > Artifact Analysis,,taxonomy_figure,TRUE,4
turovnova2022counting,Counting in Regexes Considered Harmful: Exposing $\{$ReDoS$\}$ Vulnerability of Nonbacktracking Matchers,Turovnova et al.,2022,31st USENIX Security Symposium (USENIX Security 22),study,VM.VD,VM.VD.LSVD.NET.REDOS,1,1,1,1,1,5,,,Network,ReDoS,title-only,title,Counting in Regexes Considered Harmful: Exposing $\{$ReDoS$\}$ Vulnerability of Nonbacktracking Matchers,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Network layer,ReDoS vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Network layer > ReDoS vulnerabilities,,taxonomy_figure,TRUE,4
vadayath2022arbiter,Arbiter: Bridging the static and dynamic divide in vulnerability discovery on binary programs,ARBITER,2022,31st USENIX Security Symposium (USENIX Security 22),study,VM.VD,VM.VD.LSVD.SYS.BIN,1,1,1,1,1,5,,Dynamic analysis; Static analysis,System,,title-only,title,Arbiter: Bridging the static and dynamic divide in vulnerability discovery on binary programs,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,System layer,Binary code & compiler vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > System layer > Binary code & compiler vulnerabilities,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,taxonomy_figure,TRUE,4
wan2022too,Too afraid to drive: systematic discovery of semantic dos vulnerability in autonomous driving planning under physical-world attacks,PlanFuzz,2022,arXiv preprint arXiv:2201.04610,method/tool,VM.VD,VM.VD.LSVD.NET.DOS,1,1,1,0,1,4,,,Network,DoS,title-only,title,Too afraid to drive: systematic discovery of semantic dos vulnerability in autonomous driving planning under physical-world attacks,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Network layer,Algorithmic complexity & semantic DoS,,Vulnerability Detection > Layer-specific Vulnerability Detection > Network layer > Algorithmic complexity & semantic DoS,,taxonomy_figure,TRUE,4
wang2022auto,Automatic Classification of Bug Reports Based on Multiple Text Information and Reports' Intention,IAC,2022,Theoretical Aspects of Software Engineering,study,VM.SBI,VM.SBI,0,1,1,1,1,4,,,,,title-only,title,Automatic Classification of Bug Reports Based on Multiple Text Information and Reports' Intention,title:28-38,bug report,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Security Bug Identification,Learning-based,,,,Security Bug Identification > Learning-based,,taxonomy_figure,TRUE,4
wang2022vcmatch,Vcmatch: a ranking-based approach for automatic security patches localization for OSS vulnerabilities,VCMATCH; VCMatch,2022,"2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",method/tool,VM.VA,VM.VA.AP,0,1,1,1,1,4,,,System,,title-only,title,Vcmatch: a ranking-based approach for automatic security patches localization for OSS vulnerabilities,title:11-18,ranking; rank; patch,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Patch Finding,,,,Fix Identification > Patch Finding,,taxonomy_figure,TRUE,4
wu2022aware,$\{$OS-Aware$\}$ vulnerability prioritization via differential severity analysis,DIFFCVSS; DIFFCVSS datasets,2022,31st USENIX Security Symposium (USENIX Security 22),study,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,1,5,VM.VA,,System,,title-only,title,$\{$OS-Aware$\}$ vulnerability prioritization via differential severity analysis,title:31-38,priorit; severity,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Assessment and Prioritization,,,,Vulnerability Analysis > Assessment and Prioritization,,taxonomy_figure,TRUE,4
wu2022enhancing,Enhancing security patch identification by capturing structures in commits,E-SPI,2022,IEEE Transactions on Dependable and Secure Computing,study,unclear,unclear,0,1,1,1,1,4,,,,,title-only,title,Enhancing security patch identification by capturing structures in commits,title:19-24,patch; commit,R3,Title-only evidence insufficient for stage; keep as unclear.,1,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fix Identification,Commit-level identification,,,,Fix Identification > Commit-level identification,,taxonomy_figure,TRUE,4
wu2022vulcnn,Vulcnn: An image-inspired scalable vulnerability detection system,VulCNN,2022,Proceedings of the 44th International Conference on Software Engineering,method/tool,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,,,,title-only,title,Vulcnn: An image-inspired scalable vulnerability detection system,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
xu2022tracking,Tracking patches for open source software vulnerabilities,DD (manual curated),2022,Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,study,unclear,unclear,1,1,1,1,1,5,,,,,title-only,title,Tracking patches for open source software vulnerabilities,title:9-14,patch,R3,Title-only evidence insufficient for stage; keep as unclear.,1,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,,,,primary_stage_only,TRUE,4
yang2022cross,"Cross miniapp request forgery: Root causes, attacks, and vulnerability detection",CmrfScanner,2022,Proceedings of the 2022 ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.LSVD.SYS,1,1,1,0,1,4,,,Application,,title-only,title,"Cross miniapp request forgery: Root causes, attacks, and vulnerability detection",,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
yi2022blockscope,BlockScope: Detecting and investigating propagated vulnerabilities in forked blockchain projects,BlockScope,2022,arXiv preprint arXiv:2208.00205,study,VM.VR,VM.VR.PP,1,1,1,1,1,5,VM.VD,GNN,,,title-only,title,BlockScope: Detecting and investigating propagated vulnerabilities in forked blockchain projects,title:40-48,propagat; gat,R1,"Multiple stage cues in title: VM.VR, VM.VD; primary chosen by heuristic.",3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
zhang2022example,Example-based vulnerability detection and repair in java code,Seader,2022,Proceedings of the 30th IEEE/ACM International Conference on Program Comprehension,study,VM.VR,VM.VR,0,1,1,1,1,4,VM.VD,,Middleware,,title-only,title,Example-based vulnerability detection and repair in java code,title:42-48,repair,R1,"Multiple stage cues in title: VM.VR, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
zhang2022reentrancy,Reentrancy vulnerability detection and localization: A deep learning based two-phase approach,ReVulDL,2022,Proceedings of the 37th IEEE/ACM international conference on automated software engineering,method/tool,VM.VD,VM.VD.GVD,1,1,1,1,0,4,,,,Reentrancy,title-only,title,Reentrancy vulnerability detection and localization: A deep learning based two-phase approach,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
zou2022mvulpreter,mvulpreter: A multi-granularity vulnerability detection system with interpretations,mVulPreter,2022,IEEE Transactions on Dependable and Secure Computing,method/tool,VM.VD,VM.VD.GVD,1,1,1,1,1,5,VM.VA,,,,title-only,title,mvulpreter: A multi-granularity vulnerability detection system with interpretations,title:68-77,interpret,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
1Trickel_2023,Toss a Fault to Your Witcher: Applying Grey-box Coverage-Guided Mutational Fuzzing to Detect SQL and Command Injection Vulnerabilities,Witcher,2023,2023 IEEE Symposium on Security and Privacy (SP),dataset/benchmark,,,1,1,1,1,0,4,,,,,resource,title,Toss a Fault to Your Witcher: Applying Grey-box Coverage-Guided Mutational Fuzzing to Detect SQL and Command Injection Vulnerabilities,,,,Dataset/benchmark resource; excluded from VM-stage assignment in taxonomy coding.,6,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
CR2023,Compatible Remediation on Vulnerabilities from Third-Party Libraries for Java Projects,CORAL,2023,Proceedings of the 45th International Conference on Software Engineering,study,unclear,unclear,0,1,1,1,1,4,,,Middleware,,title-only,title,Compatible Remediation on Vulnerabilities from Third-Party Libraries for Java Projects,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Repair,Patch propagation,,,,Vulnerability Repair > Patch propagation,,taxonomy_figure,TRUE,4
CoLeFunDa_2023,CoLeFunDa: Explainable Silent Vulnerability Fix Identification,CoLeFunDa,2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),study,VM.FI,VM.FI.SF,1,0,1,1,1,4,VM.VA;VM.VD,,,,title-only,title,CoLeFunDa: Explainable Silent Vulnerability Fix Identification,title:44-62,fix identification; explain; explainable,R2,"Multiple stage cues in title: VM.FI, VM.VA, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Silent fix identification,,,,Fix Identification > Silent fix identification,,taxonomy_figure,TRUE,4
Davide_2023,Automated Black-Box Testing of Mass Assignment Vulnerabilities in RESTful APIs,ABT,2023,Proceedings of the 45th International Conference on Software Engineering,study,unclear,unclear,1,1,1,1,1,5,,,Application,,title-only,title,Automated Black-Box Testing of Mass Assignment Vulnerabilities in RESTful APIs,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,,taxonomy_figure,TRUE,4
Deng_2023,NAUTILUS: automated RESTful API vulnerability detection,NAUTILUS,2023,Proceedings of the 32nd USENIX Conference on Security Symposium,study,VM.VD,VM.VD.LSVD.APP.API,1,0,1,1,1,4,,,Application,,title-only,title,NAUTILUS: automated RESTful API vulnerability detection,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,,taxonomy_figure,TRUE,4
Kasser_2023,WHIP: improving static vulnerability detection in web application by forcing tools to collaborate,WHIP,2023,Proceedings of the 32nd USENIX Conference on Security Symposium,method/tool,VM.VD,VM.VD.LSVD.APP.WEB,0,1,1,1,1,4,,Static analysis,Application,,title-only,title,WHIP: improving static vulnerability detection in web application by forcing tools to collaborate,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
MiDas_2023,Multi-Granularity Detector for Vulnerability Fixes,MiDas,2023,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,,,,title-only,title,Multi-Granularity Detector for Vulnerability Fixes,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Multi-granularity identification,,,,Fix Identification > Multi-granularity identification,,taxonomy_figure,TRUE,4
